unified_id,stellar_id,disposition,orbital_period_days,transit_duration_hr,transit_depth_ppm,planet_radius_rearth,equilibrium_temp_k,insolation_flux_earth,stellar_teff_k,stellar_radius_rsun,stellar_logg_cgs,magnitude,mission
4781.01,176242778,CANDIDATE,1.9055614,1.726,5841.0,,,,6071.0,,,11.14,TESS
4782.01,423128096,CANDIDATE,3.7244324,2.913,6600.0,,2167.0,3666.29,7759.0,,,12.2563,TESS
4783.01,218988652,CANDIDATE,6.7519508,1.603,11050.0,19.5004,1059.0,209.336,8297.0,1.69,4.29,12.6847,TESS
4784.01,409207712,CANDIDATE,3.3583921,2.644,9170.0,8.84831,1200.0,344.843,5177.0,0.91,4.46,13.2701,TESS
4785.01,50751260,CANDIDATE,6.4311106,2.385,5930.0,11.4436,1050.0,202.251,6741.0,1.45,4.27,12.7651,TESS
4786.01,127012328,CANDIDATE,5.6984189,4.475,4031.0,10.8479,1706.0,1406.27,7528.0,1.74,4.2,11.9623,TESS
4787.01,431981595,CANDIDATE,3.5037708,2.716,6140.0,13.0482,1383.0,608.189,6107.0,1.42,4.19,12.5494,TESS
4788.01,156999527,CANDIDATE,4.3930669,2.33,11110.0,14.0261,1134.0,275.326,6328.0,1.32,4.3,12.4832,TESS
4789.01,134221850,CANDIDATE,7.5002702,2.487,8750.0,11.2467,812.0,72.4941,5644.0,1.14,4.32,13.1637,TESS
479.01,306362738,CONFIRMED,2.7817379,2.1508237,12808.3940801,12.6841023,1270.3448387,615.4708822,5600.0,1.02095,4.4291,10.8164,TESS
4790.01,452903647,CANDIDATE,1.6102435,2.3258711,5442.4785934,16.8320485,1951.3154178,3426.3435462,6080.2,1.48651,4.15,13.1561,TESS
4791.01,100389539,CONFIRMED,4.2809767,3.145,7520.0,13.0113,1279.0,445.261,5964.0,1.49,4.13,10.8961,TESS
4792.01,265350422,CANDIDATE,8.4481666,1.255,7405.0,10.2494,609.0,22.9265,5826.1,1.05,4.42,11.0783,TESS
4793.01,65949719,CANDIDATE,3.4658629,3.301,9580.0,15.0462,1620.0,1145.52,6688.0,1.49,4.24,13.2584,TESS
4794.01,95589845,CANDIDATE,3.5658043,3.914,10030.0,13.7385,1610.0,1115.66,6214.0,1.4,4.23,12.0465,TESS
4795.01,107090327,CANDIDATE,2.7431176,3.134,8230.0,,1901.0,2172.06,7143.0,,,12.9188,TESS
4796.01,65905621,CANDIDATE,3.5775958,2.779,8730.0,15.3215,1415.0,665.763,6355.0,1.61,4.12,13.1502,TESS
4797.01,265011923,CANDIDATE,2.9922495,1.594,10895.0,20.032,1070.0,218.392,5932.0,1.55,4.09,13.3736,TESS
4798.01,274137295,CANDIDATE,5.5261155,1.873,7330.0,9.00518,792.0,65.4488,4824.0,0.84,4.48,12.7577,TESS
4799.01,65805840,CANDIDATE,4.0234634,3.204,7560.0,12.891,1496.0,832.08,6678.0,1.45,4.26,13.0983,TESS
480.01,317548889,CONFIRMED,6.8659582,3.455761,334.0145589,2.8144915,1224.6157859,531.5209848,6212.63,1.5000401,4.438,6.7799,TESS
4800.01,280307604,CANDIDATE,4.3229915,0.875,1980.0,7.54314,741.0,50.2356,6121.0,1.37,4.25,10.9833,TESS
4801.01,419092044,CANDIDATE,3.251269,2.569,7880.0,,1348.0,549.047,4883.7,,,12.9613,TESS
4802.01,50575306,CANDIDATE,1.7131374,2.608,3850.0,6.86542,1844.0,1919.49,5843.0,1.08,4.39,13.1675,TESS
4803.01,19117967,CANDIDATE,8.4516737,3.896,2930.0,8.2562,1004.0,168.924,5782.9,1.48,4.11,12.0548,TESS
4804.01,320341952,CANDIDATE,5.0648401,3.009,915.0,8.28506,1514.0,873.95,6675.0,2.62,3.75,10.2278,TESS
4805.01,7976072,CANDIDATE,8.9981735,4.547,6480.0,9.52189,983.0,155.205,5444.0,1.22,4.24,13.2933,TESS
4806.01,96317115,CANDIDATE,8.4476983,3.79,2000.0,4.97976,1033.0,189.537,5902.0,1.13,4.36,11.7503,TESS
4807.01,174546820,CANDIDATE,17.6868627,1.379,10310.0,8.80381,333.0,2.06218,4496.0,0.77,4.52,11.9698,TESS
4808.01,126772538,FALSE_POSITIVE,1.4700596,2.18,4760.0,16.1051,1990.0,2605.29,6308.0,2.12,3.88,13.4542,TESS
4809.01,143724857,CANDIDATE,4.4722598,4.0659641,3606.5417294,9.0734924,1403.7743209,917.7199576,6211.0,1.4818799,4.18,12.6417,TESS
481.01,339672028,CONFIRMED,10.3311664,5.626,4577.0,11.9428,1111.0,253.126,5760.0,1.73,3.97699,9.3935,TESS
4810.01,281225729,CANDIDATE,2.4162514,3.055,2970.0,14.6399,1930.0,2303.62,6688.0,2.1,3.95,12.7549,TESS
4811.01,334414389,CANDIDATE,0.9828259,1.3869249,1732.3324754,21.8486399,2076.6757868,4395.3736341,4959.0,5.2980399,,12.2124,TESS
4812.01,81744640,CANDIDATE,3.3138453,3.863,3550.0,8.15594,1753.0,1568.27,6153.0,1.36,4.24,12.9655,TESS
4813.01,333810741,CANDIDATE,4.0492184,2.659,6560.0,,,,,,,13.3071,TESS
4814.01,32004914,CANDIDATE,5.545745,2.302,20790.0,15.8197,918.0,118.195,5706.0,1.05,4.41,13.0015,TESS
4815.01,19447218,CANDIDATE,8.9727235,3.808,10960.0,13.0195,948.0,134.631,5605.0,1.21,4.27,13.425,TESS
4816.01,156990000,CANDIDATE,11.2473628,4.113,10340.0,15.7487,920.0,119.042,6141.0,1.53,4.14,13.3087,TESS
4817.01,60074373,FALSE_POSITIVE,3.190373,2.684,42550.0,12.0669,820.0,75.4043,3722.0,0.6,4.65,14.6435,TESS
4818.01,181422954,CANDIDATE,2.6006996,2.9370342,5706.9248795,8.8613965,1545.0922159,1346.9101325,6673.0,1.1433901,4.47,13.2881,TESS
4819.01,82739585,CANDIDATE,1.5889429,1.183,22530.0,14.0293,1245.0,399.352,5150.0,0.8,4.57,13.0819,TESS
482.01,365639282,FALSE_POSITIVE,10.8717,2.943958,14603.37238,9.098964,373.250606,4.5869403,3692.0,0.488,4.78092,13.084,TESS
4820.01,394223845,CANDIDATE,27.1358856,4.11505,6405.8040691,10.9270095,738.2202692,70.1883225,6315.0,1.33332,4.28,11.9556,TESS
4821.01,354937825,CANDIDATE,5.469359,2.119,5940.0,12.6725,1137.0,278.238,7182.0,1.61,4.23,12.7761,TESS
4822.01,52936161,CANDIDATE,4.4712213,3.771,5140.0,15.8899,2415.0,5650.08,7586.0,1.71,4.22,12.6614,TESS
4823.01,348756659,CANDIDATE,3.7260939,3.1192423,18231.0352508,13.5887921,1160.4576185,428.5861553,5736.0,0.9975,4.45,12.3474,TESS
4824.01,179687771,CANDIDATE,5.124162,4.651,6630.0,13.6708,1367.0,581.326,5750.0,1.65,4.01,12.8792,TESS
4825.01,53047383,CANDIDATE,2.8183053,4.1516796,7916.1131866,,1290.3655018,655.1971145,,,,11.2275,TESS
4826.01,17683158,CANDIDATE,5.9730504,4.041,8220.0,13.7408,1262.0,421.342,6137.0,1.41,4.2,12.8972,TESS
4827.01,332630868,FALSE_POSITIVE,736.5601487,4.183,3600.0,13.9475,,0.0558395,5895.4,1.31,,12.3805,TESS
4828.01,291469139,CANDIDATE,19.0286016,3.938,8910.0,8.13514,536.0,13.7261,4733.0,0.81,4.5,13.351,TESS
4829.01,268439377,FALSE_POSITIVE,0.9855374,1.18,3290.0,10.8393,1732.0,1493.99,6198.4,1.76,4.02,13.1591,TESS
483.01,393414358,CONFIRMED,4.3780807,5.3900978,7074.3931388,15.1767346,1469.9084134,1103.2707506,5570.0,1.79224,4.01069,10.439,TESS
4830.01,1260235,CANDIDATE,7.6945481,3.436,3510.0,,852.0,87.6747,4875.8,,,12.2452,TESS
4831.01,17896514,CANDIDATE,2.6375869,4.029,3610.0,16.5853,1947.0,2389.95,6196.0,2.9,3.59,12.292,TESS
4832.01,186470968,CANDIDATE,2.7805098,1.547,15800.0,8.80341,735.0,48.6261,3949.0,0.68,4.59,13.7028,TESS
4833.01,176442805,CANDIDATE,3.6520005,3.638,4590.0,12.1216,1802.0,1753.41,7194.0,1.69,4.19,12.2709,TESS
4834.01,77550515,CANDIDATE,3.118166,2.285,5150.0,8.60632,1133.0,273.914,5218.8,1.15,4.27,13.0519,TESS
4835.01,434428836,CANDIDATE,5.1953991,3.032,4920.0,13.6454,1198.0,343.068,6047.0,1.82,3.97,13.0341,TESS
4836.01,231559817,CANDIDATE,5.1035091,3.7190896,3718.4722724,13.7067,1058.6501351,296.8457469,8086.0,2.07,4.1,11.031,TESS
4837.01,19612445,CANDIDATE,4.4644761,1.185,1690.0,8.09695,,136.451,7013.0,1.7,,10.5378,TESS
4838.01,374200604,FALSE_POSITIVE,0.760019,0.638738,1865.5886518,7.2902589,2529.0245379,9667.9228084,5690.2,1.65999,4.0,11.869,TESS
4839.01,38118291,CANDIDATE,13.3441946,4.743,3260.0,,769.0,58.1944,4866.9,,,12.3907,TESS
484.01,427348923,FALSE_POSITIVE,4.728681,4.533,9990.0,8.96336,1075.0,222.388,4425.0,0.9,4.57,11.6888,TESS
4840.01,80029842,FALSE_POSITIVE,2.3992876,2.545,1180.0,4.05839,1746.0,1543.44,6536.0,1.15,4.45,12.2896,TESS
4841.01,453060368,CANDIDATE,9.6284672,3.554,17990.0,11.9294,795.0,66.4905,5388.3,0.88,4.53,12.7964,TESS
4842.01,131034657,CANDIDATE,5.3374045,1.849,2780.0,16.5532,889.0,104.023,5064.7,3.01,,11.8379,TESS
4843.01,258051471,CANDIDATE,8.3548746,3.253,4160.0,10.7025,1054.0,205.555,6643.0,1.63,4.16,12.403,TESS
4844.01,143994382,CANDIDATE,4.5425274,2.92,8670.0,11.925,1489.0,818.029,7333.0,1.28,4.45,12.5368,TESS
4845.01,26305150,CANDIDATE,4.21909,4.9314032,3393.7752478,12.0136223,1508.1261899,1222.564355,5367.0,2.02385,3.79,12.749,TESS
4846.01,418971787,FALSE_POSITIVE,1.0638184,3.191,3220.0,4.08617,2251.0,4267.44,4963.0,0.73,4.63,13.0246,TESS
4847.01,186541435,CANDIDATE,7.0465721,2.322,4760.0,,640.0,27.9177,4332.6,,,12.3056,TESS
4848.01,134596619,CANDIDATE,3.7235407,2.1053503,8088.7861019,18.0478848,1732.9675246,2131.4870511,7492.0,1.54879,4.29,13.0971,TESS
4849.01,132534906,FALSE_POSITIVE,3.0617364,1.947,6620.0,8.08218,1369.0,583.235,6783.0,0.98,4.62,12.5874,TESS
485.01,427352241,FALSE_POSITIVE,1.2667147,1.712,1870.0,8.31491,2105.0,3265.32,6084.0,1.87,4.28965,9.9955,TESS
4850.01,332705008,CANDIDATE,7.6778159,3.492,6370.0,17.73,1422.0,680.523,5938.0,1.19,4.32,12.8901,TESS
4851.01,60377863,CANDIDATE,21.6091483,6.112,320.0,2.134,888.0,103.508,5967.0,1.15,4.36,9.4051,TESS
4852.01,74712191,CANDIDATE,7.2307407,4.646,7940.0,13.364,1570.0,1009.89,7747.0,1.43,4.39,11.8422,TESS
4853.01,74530173,CANDIDATE,7.2333744,1.118,10550.0,9.46193,544.0,14.6012,5508.0,0.89,4.53,13.2181,TESS
4854.01,70780410,CANDIDATE,3.9230475,2.559,4600.0,9.13123,1192.0,336.151,5620.0,1.28,4.23,13.2372,TESS
4855.01,44514807,CANDIDATE,7.5872202,1.826,4260.0,16.4426,823.0,76.4611,6419.0,2.21,3.86,12.9514,TESS
4856.01,428685938,FALSE_POSITIVE,14.4896397,1.898,40070.0,7.558,292.0,1.21746,3376.0,0.35,4.87,14.379,TESS
4857.01,35972578,CANDIDATE,1.8881146,2.761,9030.0,13.7957,1995.0,2630.38,6309.0,1.42,4.23,13.1051,TESS
4858.01,262499797,FALSE_POSITIVE,1.7509117,1.4130673,70067.1013669,16.6835695,666.1259003,46.5314175,3333.0,0.443812,4.79,14.8083,TESS
4859.01,152467154,CANDIDATE,7.1878971,3.321,11430.0,18.372,1147.0,287.355,5144.9,0.97,4.4,13.1012,TESS
486.01,260708537,CONFIRMED,1.7447031,1.066,160.0,0.591815,896.0,107.262,3445.0,0.43,4.85243,9.36854,TESS
4860.01,335590096,CONFIRMED,1.5229985,1.196,58060.0,8.99483,687.0,37.1159,3237.0,0.35,4.87,13.7726,TESS
4861.01,71341774,CANDIDATE,3.4321678,5.115,1950.0,9.36413,1948.0,2393.6,6176.0,2.22,3.82,12.3349,TESS
4862.01,322807371,CONFIRMED,,5.513,10056.0,9.93012,1010.0,172.857,5427.9,0.91,4.49,11.6707,TESS
4863.01,143032776,CANDIDATE,12.4856615,2.538,67270.0,12.2535,375.0,3.28873,3473.0,0.45,4.78,14.667,TESS
4864.01,48274889,CANDIDATE,5.2410982,1.188,5660.0,9.54095,752.0,53.3051,6119.0,1.12,4.4,13.0585,TESS
4865.01,143059017,CANDIDATE,1.2655205,1.344,6380.0,11.3966,1369.0,583.776,5243.0,1.41,4.1,13.4804,TESS
4866.01,35758536,CANDIDATE,4.1059615,3.688,5250.0,9.32533,1572.0,1015.01,6524.0,1.32,4.32,13.157,TESS
4867.01,74484423,CANDIDATE,2.835273,4.249,3370.0,11.2429,2371.0,5246.76,6996.0,1.83,4.1,12.959,TESS
4868.01,362370757,CANDIDATE,3.5164369,3.119,6640.0,22.1885,1081.0,227.514,4395.0,2.57,,12.8007,TESS
4869.01,71221700,CANDIDATE,3.0978928,1.17,2740.0,,946.0,133.067,5962.0,,,12.3918,TESS
487.01,31852980,CANDIDATE,24.3321784,5.219,520.0,2.727569,666.0,32.6779,5450.0,1.0083,4.40968,9.8542,TESS
487.02,31852980,CANDIDATE,7.4144849,3.493,392.0,,1073.0,220.138,5450.0,,4.40968,9.8542,TESS
4870.01,446135868,CANDIDATE,1.8119168,2.618,5510.0,8.20112,1936.0,2335.94,6146.0,0.96,4.54,13.353,TESS
4871.01,168158622,CANDIDATE,1.7687528,1.471,4140.0,19.8865,2122.0,3371.36,6176.0,1.56,4.12,12.7595,TESS
4872.01,310822679,CANDIDATE,1.7125104,3.465,1810.0,9.77984,2941.0,12427.4,7938.0,2.52,3.92,12.6425,TESS
4873.01,228694725,CANDIDATE,0.8313018,1.181,1770.0,6.57285,1840.0,1906.13,5983.0,1.1,4.4,12.6116,TESS
4874.01,463754499,CANDIDATE,2.2866856,2.881,3720.0,14.738,2382.0,5350.8,8277.0,2.41,3.98,13.1088,TESS
4875.01,133512515,CANDIDATE,9.7929019,3.362,6100.0,10.6608,935.0,127.221,6322.0,1.33,4.28,12.5502,TESS
4876.01,458300989,CANDIDATE,4.1379542,4.739,2610.0,,,,,,,12.5386,TESS
4877.01,447054140,CANDIDATE,5.2220526,4.243,4850.0,12.0807,1524.0,896.671,6718.0,1.67,4.15,12.2316,TESS
4878.01,144155193,CANDIDATE,4.728422,1.398,10770.0,13.0542,773.0,59.5611,5655.8,1.18,4.29,13.4358,TESS
4879.01,45465399,CANDIDATE,5.3763108,2.339,4040.0,9.71605,1099.0,242.224,6543.0,1.53,4.2,13.3342,TESS
488.01,452866790,CONFIRMED,1.1979996,0.9682003,1150.3177297,1.2107339,704.6326883,58.2602237,3332.0,0.354529,4.91528,11.1972,TESS
4880.01,245099574,CANDIDATE,3.4717583,3.494,11480.0,15.0586,1630.0,1172.33,6549.0,1.43,4.26,12.8382,TESS
4881.01,359735804,CANDIDATE,4.4158835,4.663,3250.0,11.2662,1405.0,647.404,5306.0,2.03,3.78,13.2953,TESS
4882.01,458331312,CANDIDATE,4.4360402,2.438,7040.0,11.7883,1254.0,410.649,6633.0,1.39,4.29,11.2673,TESS
4883.01,446463666,CANDIDATE,4.4967355,4.218,6290.0,10.7052,1614.0,1127.24,6534.0,1.53,4.2,12.9582,TESS
4884.01,80681136,CANDIDATE,1.5300843,3.1055945,4193.6457,,1581.7468249,1479.3430207,5951.0,,,13.351,TESS
4885.01,72504752,CANDIDATE,6.9392854,5.859,14590.0,,,,,,,13.3328,TESS
4886.01,457743020,FALSE_POSITIVE,3.251249,2.123,12040.0,19.6899,1436.0,706.995,6951.0,1.66,4.18,12.9004,TESS
4887.01,274911400,CANDIDATE,5.1873583,5.228,3850.0,12.2426,2002.0,2667.28,7868.0,1.96,4.13,12.6039,TESS
4888.01,309292963,CANDIDATE,9.4185437,4.259,2670.0,8.08768,1076.0,223.026,6243.0,1.58,4.12,12.0728,TESS
4889.01,441936163,CANDIDATE,1.895234,0.868,2470.0,,619.0,24.4753,3525.0,,,12.6063,TESS
489.01,455096220,CONFIRMED,3.6466612,3.9225178,8994.5736642,13.2844134,1434.1143407,999.6687505,6096.0,1.35672,4.21513,11.8997,TESS
4890.01,92004082,CANDIDATE,3.0471275,3.2974347,8595.2872607,15.718004,1763.0038602,2283.1479477,6823.0,1.60466,4.19,11.6042,TESS
4891.01,458199018,CANDIDATE,2.4498012,3.9189168,12322.1183044,,1352.0678187,789.7959563,,,,12.8844,TESS
4892.01,6010784,CANDIDATE,4.516649,3.654,6110.0,11.1801,1323.0,509.073,5850.0,1.4,4.17,13.2078,TESS
4893.01,441234277,CANDIDATE,7.3262605,1.786,12150.0,,619.0,24.4878,4884.2,,,12.6087,TESS
4894.01,469333534,CANDIDATE,3.5611222,2.736,5240.0,12.6024,1197.0,340.982,5260.0,1.76,,13.4175,TESS
4895.01,463365347,CANDIDATE,8.9641788,1.636,3510.0,11.2056,764.0,56.781,6956.0,1.77,4.12,12.1122,TESS
4896.01,438278301,CANDIDATE,5.1609259,4.411,4600.0,10.5964,1680.0,1325.48,7102.0,1.6,4.23,12.554,TESS
4897.01,81693792,CANDIDATE,4.3066915,2.149,7630.0,11.6239,1172.0,313.657,6618.0,1.23,4.4,13.1546,TESS
4898.01,124235800,CANDIDATE,2.7652293,1.262,2390.0,3.48557,667.0,33.0144,3830.0,0.64,4.62,11.9277,TESS
4899.01,376610581,CANDIDATE,2.3908076,3.28,6010.0,14.4175,2186.0,3793.38,7228.0,1.77,4.15,12.4218,TESS
490.01,455135327,CONFIRMED,2.8106013,2.2499254,10912.6752583,15.9952263,1578.6945221,1467.9572554,6304.0,1.34004,4.35913,9.93908,TESS
4900.01,425508314,CANDIDATE,7.6650157,5.834,7190.0,14.8051,1327.0,516.192,6085.0,1.68,4.04,13.1119,TESS
4901.01,107017977,CANDIDATE,16.0462248,2.492,7300.0,10.789,539.0,14.0395,5295.9,1.23,4.22,12.5306,TESS
4902.01,358072664,FALSE_POSITIVE,4.1934945,1.873,2710.0,9.49438,953.0,137.464,5541.0,1.63,4.01,12.8989,TESS
4903.01,457789844,CANDIDATE,4.9142901,4.595,5270.0,12.5243,1962.0,2462.94,8065.0,1.7,4.27,12.3934,TESS
4904.01,464388115,CANDIDATE,2.4118274,1.722,9250.0,19.2999,1883.0,2090.41,8765.0,1.92,4.21,12.5927,TESS
4905.01,463011281,CANDIDATE,11.1378464,1.622,5350.0,13.1836,576.0,18.3455,5809.0,1.56,,12.6595,TESS
4906.01,385459345,CANDIDATE,11.9768241,3.662,6760.0,8.81618,845.0,84.7541,6059.0,1.09,4.41,13.3678,TESS
4907.01,447585233,CANDIDATE,3.3405202,2.693,3150.0,,1215.0,361.948,5108.1,,,12.9489,TESS
4908.01,356835341,CANDIDATE,19.7112002,5.452,4150.0,9.99929,889.0,104.142,6636.0,1.59,4.18,13.2223,TESS
4909.01,272211398,CANDIDATE,11.6484665,5.8782939,6183.9678461,16.0778778,1007.8499578,243.8397642,6496.0,1.99518,4.64,10.609,TESS
491.01,468987719,CONFIRMED,3.3326812,3.125,17008.0,14.4797,1331.0,521.877,5645.0,1.11,4.37683,12.7656,TESS
4910.01,303327435,CANDIDATE,5.506691,1.911388,16086.399083,14.6366494,964.5506052,204.5601687,5277.0,1.01161,4.38,13.467,TESS
4911.01,303814029,CANDIDATE,4.4573401,3.75,7447.0,13.5074,1741.0,1527.79,7514.0,1.54,4.3,12.7706,TESS
4912.01,219769290,CANDIDATE,7.4105517,1.856,10640.0,18.0468,904.0,111.176,5546.0,0.89,4.53,13.346,TESS
4913.01,72401290,CANDIDATE,6.5430693,2.585,3820.0,4.75554,753.0,53.4345,4689.0,0.76,4.55,12.3375,TESS
4914.01,49254857,CONFIRMED,10.5988743,1.638,12920.0,12.6054,574.0,18.1082,5809.9,1.04,4.42,11.6629,TESS
4915.01,440937096,CANDIDATE,3.3362143,2.121,2130.0,,,,,,,11.7211,TESS
4916.01,454069765,CONFIRMED,4.1197036,4.547,2690.0,9.06392,1584.0,1047.58,5848.8,1.79,3.96,12.1137,TESS
4917.01,317362389,CANDIDATE,4.7738904,3.304,9170.0,13.3725,1377.0,597.141,6681.0,1.35,4.33,11.1646,TESS
4918.01,60859922,CANDIDATE,6.5329169,3.342,2860.0,7.59526,1074.0,221.525,5698.0,1.39,4.15,12.0272,TESS
4919.01,155419920,CANDIDATE,3.6470909,2.383,9420.0,16.5056,1221.0,369.697,6050.0,1.58,4.09,12.9098,TESS
492.01,17746821,CONFIRMED,3.1220166,3.5718864,6304.9170255,14.3229397,1728.2631239,2108.4361588,6280.0,1.72958,4.08133,11.3155,TESS
4920.01,132611413,CANDIDATE,2.5245706,3.741,4820.0,13.3195,2094.0,3197.52,6687.0,1.66,4.15,12.8127,TESS
4921.01,404227343,CANDIDATE,3.4975869,1.734,4500.0,13.5654,,1161.69,6987.0,1.69,,12.1004,TESS
4922.01,411943564,CANDIDATE,7.5492321,5.259,6530.0,,1109.0,251.146,5295.2,,,12.798,TESS
4923.01,219181903,CANDIDATE,12.9175271,4.46,4615.0,9.95556,805.0,69.9889,5501.0,1.34,4.17,12.2607,TESS
4924.01,307099276,CANDIDATE,3.1467665,3.359,5630.0,,2146.0,3523.36,8232.0,,,13.0029,TESS
4925.01,399847887,CANDIDATE,3.9511085,3.436472,13125.9567011,15.9780798,1370.5745345,833.9339122,5933.0,1.37614,4.19,13.484,TESS
4926.01,454828937,CANDIDATE,6.809144,6.35,1990.0,10.1542,1579.0,1033.51,6464.0,2.2,3.87,12.29,TESS
4927.01,376421071,CANDIDATE,0.8166936,1.234,2890.0,10.8868,1886.0,2102.63,5951.0,1.97,3.89,13.1571,TESS
4928.01,448820344,CANDIDATE,2.7792649,3.764,3610.0,12.48,2254.0,4287.92,7544.0,2.08,4.05,11.3943,TESS
4929.01,359403471,CANDIDATE,2.5547255,2.953,5580.0,13.5829,1887.0,2108.75,4956.0,0.99,,13.405,TESS
493.01,19025965,CANDIDATE,5.944441,2.3016013,2791.4272138,4.4955906,697.8613892,56.0528481,4383.0,0.811865,4.56546,11.4479,TESS
4930.01,307221757,CANDIDATE,6.7789159,4.138,2640.0,5.88108,1169.0,310.079,5804.0,1.16,4.33,12.0678,TESS
4931.01,296850254,CANDIDATE,6.7635161,3.079,5690.0,,819.0,74.7856,4847.4,,,12.129,TESS
4932.01,148772620,CANDIDATE,3.9417247,5.762,2770.0,11.7599,1745.0,1541.06,4900.9,2.3,,12.5116,TESS
4933.01,35106764,CANDIDATE,5.3861006,4.62,6440.0,,1302.0,477.988,5623.3,,,12.7116,TESS
4934.01,292797572,FALSE_POSITIVE,2.8013515,5.405,4590.0,12.9252,3607.0,28108.4,7518.0,1.67,4.23,12.6554,TESS
4935.01,412635642,CANDIDATE,17.4219809,4.0812901,11750.8364848,16.1019557,805.0171124,99.2524992,6282.0,1.36695,,11.5845,TESS
4936.01,68030406,CANDIDATE,4.7750178,3.64,9470.0,15.088,1533.0,917.418,7121.0,1.53,4.27,13.0936,TESS
4937.01,241638905,CANDIDATE,5.0414219,6.675,2340.0,11.6667,1741.0,1527.97,5838.0,2.5,3.66,12.4864,TESS
4938.01,457018819,CANDIDATE,2.913692,2.665,20130.0,13.5499,1371.0,586.602,5816.0,0.97,4.49,12.4741,TESS
4939.01,149109125,CANDIDATE,9.1717558,3.54,5240.0,7.49243,1186.0,328.919,7513.5,1.08,,12.1624,TESS
494.01,19519368,CANDIDATE,1.7018818,1.551,570.0,1.96356,1246.0,400.827,4985.0,0.8,4.67,10.0854,TESS
4940.01,237929468,CANDIDATE,25.8663869,4.0838781,2612.8827406,6.7555369,643.2496503,40.4612445,5418.7,1.17513,,11.8153,TESS
4941.01,77680373,CANDIDATE,3.5569996,1.985,18990.0,10.8822,801.0,68.3964,4440.0,0.78,4.49,13.1014,TESS
4942.01,166242494,CANDIDATE,7.9248476,4.022,3330.0,7.01304,1142.0,283.041,6274.0,1.22,4.35,12.5098,TESS
4943.01,418567812,CANDIDATE,8.0176705,2.714,12290.0,8.9733,629.0,26.1122,4353.0,0.78,,12.998,TESS
4944.01,242190195,CANDIDATE,4.075051,1.176,9210.0,9.4389,825.0,77.2131,5674.0,0.87,4.56,13.0161,TESS
4945.01,332017079,CANDIDATE,1.6500255,2.937,14270.0,18.0511,2785.0,9993.06,6449.0,1.15,4.44,13.184,TESS
4946.01,319783554,FALSE_POSITIVE,1.819376,2.97,5240.0,11.1303,2917.0,12022.3,7567.0,1.53,4.31,12.1164,TESS
4947.01,382975217,CANDIDATE,4.1400273,3.936,4520.0,12.7772,1663.0,1271.14,6639.0,1.85,4.05,11.5362,TESS
4948.01,160476088,CANDIDATE,0.4722347,1.074,3610.0,7.34189,2241.0,4192.02,5827.0,1.1,4.37,13.164,TESS
4949.01,401028336,CANDIDATE,1.7819156,2.748,12020.0,17.5347,2135.0,3451.71,6955.0,1.58,4.22,12.4171,TESS
495.01,22529346,CONFIRMED,1.2749246,2.783,18699.0,22.0328,2473.0,6216.41,6459.0,1.52,4.24006,10.056,TESS
4950.01,245341495,CANDIDATE,3.9358604,4.341,4510.0,12.0264,1953.0,2417.15,6975.0,1.8,4.11,11.997,TESS
4951.01,448435566,CANDIDATE,4.1042587,4.642,2790.0,10.2079,1566.0,1000.26,5823.0,1.92,3.89,11.8412,TESS
4952.01,400073524,CANDIDATE,0.6534841,0.988,1970.0,6.94706,2352.0,5084.28,7540.0,1.53,4.31,12.547,TESS
4953.01,405571798,CANDIDATE,2.9590176,2.832,12520.0,15.6559,1643.0,1209.71,6808.0,1.4,4.31,13.4571,TESS
4954.01,147723246,CANDIDATE,6.6819653,4.357,9100.0,14.6987,2020.0,2766.53,10126.0,1.51,4.49,12.69,TESS
4955.01,188865842,CANDIDATE,3.1409607,1.284,10670.0,9.6232,825.0,77.0719,4924.0,0.83,4.5,13.3356,TESS
4956.01,8005485,CANDIDATE,5.1087099,1.011,16220.0,12.7621,643.0,28.5078,5770.0,0.93,4.52,13.3624,TESS
4957.01,412485680,CANDIDATE,4.6622996,3.382,3810.0,15.6435,1471.0,778.408,6870.0,2.48,3.82,11.9955,TESS
4958.01,457649900,CANDIDATE,748.8277169,5.812,2167.0,21.1132,237.0,0.530165,6713.0,2.11,3.94,10.7546,TESS
4959.01,290337456,CANDIDATE,4.6011828,3.476,11320.0,13.7898,1346.0,545.801,6183.0,1.4,4.21,13.3895,TESS
496.01,88977253,CANDIDATE,2.767691,1.876437,22690.263354,28.980984,1777.6749499,2360.1000393,6717.03,1.54739,4.2,12.33,TESS
4960.01,329672278,CANDIDATE,4.0557174,1.615,4240.0,16.4885,1304.0,481.002,6664.3,2.2,3.81,10.7133,TESS
4961.01,420202798,CANDIDATE,7.4793374,3.5371419,17147.3051175,13.4499302,828.266397,111.2246815,5078.0,0.969314,4.39,11.6602,TESS
4962.01,210681065,CANDIDATE,2.074205,2.806,8150.0,,2232.0,4122.6,6987.0,,,12.6445,TESS
4963.01,407827885,CANDIDATE,2.365766,4.298,5750.0,,1412.0,661.313,4057.4,,,13.1009,TESS
4964.01,406443564,FALSE_POSITIVE,1.1167145,1.817,12810.0,20.4041,2612.0,7730.28,6611.0,1.22,4.41,13.2364,TESS
4965.01,129890791,CANDIDATE,7.0857491,5.047,2227.0,9.46717,1233.0,384.263,5353.0,1.98,4.29,11.4543,TESS
