unified_id,stellar_id,disposition,orbital_period_days,transit_duration_hr,transit_depth_ppm,planet_radius_rearth,equilibrium_temp_k,insolation_flux_earth,stellar_teff_k,stellar_radius_rsun,stellar_logg_cgs,magnitude,mission
K00873.01,7118364,CONFIRMED,4.347288783,2.1024,451.6,2.36,1174.0,449.79,5754.0,1.122,4.345,15.024,KEPLER
K00874.01,7134976,CONFIRMED,4.601811819,2.2607,755.9,2.35,896.0,152.91,4986.0,0.833,4.496,15.024,KEPLER
K00874.02,7134976,CONFIRMED,11.18719905,3.252,353.6,1.55,667.0,46.65,4986.0,0.833,4.496,15.024,KEPLER
K00875.01,7135852,CONFIRMED,4.220965778,3.0854,2260.0,2.62,595.0,29.68,3837.0,0.517,4.747,15.692,KEPLER
K00876.01,7270230,FALSE_POSITIVE,6.998099523,2.0488,20285.0,588.66,853.0,125.22,5612.0,0.829,4.566,15.877,KEPLER
K00877.01,7287995,CONFIRMED,5.95489993,2.3892,1410.7,2.33,635.0,38.52,4261.0,0.633,4.641,15.019,KEPLER
K00877.02,7287995,CONFIRMED,12.03987488,2.7363,1250.6,2.18,502.0,15.06,4261.0,0.633,4.641,15.019,KEPLER
K00877.03,7287995,CONFIRMED,20.83762895,2.3734,439.0,1.42,418.0,7.24,4261.0,0.633,4.641,15.019,KEPLER
K00121.01,3247396,FALSE_POSITIVE,8.8111022,5.0683,401.1,63.66,1399.0,904.92,6200.0,2.404,3.8,12.759,KEPLER
K00878.01,7303253,CONFIRMED,23.58917143,5.073,1200.7,3.16,487.0,13.34,4919.0,0.721,4.566,15.316,KEPLER
K00123.01,5094751,CONFIRMED,6.481633073,3.784,298.5,2.54,1145.0,406.25,5945.0,1.302,4.213,12.365,KEPLER
K00892.01,7678434,CONFIRMED,10.37168928,3.035,1254.9,3.2,720.0,63.68,5121.0,0.888,4.457,15.193,KEPLER
K00892.02,7678434,CONFIRMED,3.96996298,1.1757,299.2,1.78,992.0,229.37,5121.0,0.888,4.457,15.193,KEPLER
K00893.01,7685981,CONFIRMED,4.40841331,5.012,549.4,2.66,1139.0,398.0,6007.0,0.961,4.457,15.662,KEPLER
K00894.01,7708215,FALSE_POSITIVE,7.9426176,6.703,1590.7,4.68,878.0,140.57,5811.0,0.926,4.521,15.26,KEPLER
K00881.02,7373451,CONFIRMED,226.8904775,7.558,3136.4,4.53,236.0,0.73,5067.0,0.75,4.585,15.859,KEPLER
K00882.01,7377033,FALSE_POSITIVE,1.956811408,2.1958,24905.0,21.58,1109.0,357.16,5209.0,0.603,4.657,15.533,KEPLER
K00883.01,7380537,CANDIDATE,2.688899233,2.11275,37492.0,12.04,929.0,175.76,4820.0,0.639,4.667,15.766,KEPLER
K00884.01,7434875,CONFIRMED,9.439459486,2.8979,3036.1,4.16,686.0,52.32,5097.0,0.779,4.597,15.067,KEPLER
K00122.01,8349582,CONFIRMED,11.523067458,3.8757,507.3,3.13,927.0,174.81,5644.0,1.411,4.162,12.346,KEPLER
K00884.02,7434875,CONFIRMED,20.47748843,2.8364,1382.4,2.92,530.0,18.65,5097.0,0.779,4.597,15.067,KEPLER
K00884.03,7434875,CONFIRMED,3.336123113,1.9616,516.3,1.74,970.0,209.79,5097.0,0.779,4.597,15.067,KEPLER
K00886.01,7455287,CONFIRMED,8.01078456,2.312,1333.6,1.72,453.0,9.9,3713.0,0.47,4.779,15.847,KEPLER
K00886.02,7455287,CONFIRMED,12.07134205,4.3224,759.2,1.29,395.0,5.74,3713.0,0.47,4.779,15.847,KEPLER
K00886.03,7455287,CONFIRMED,20.99587872,2.6333,767.3,1.3,328.0,2.74,3713.0,0.47,4.779,15.847,KEPLER
K00887.01,7458762,CONFIRMED,7.41113177,2.5242,620.5,2.45,905.0,158.11,5849.0,0.919,4.517,15.031,KEPLER
K00888.01,7552344,FALSE_POSITIVE,1.000747038,0.9967,1823.5,4.14,1620.0,1635.2,5472.0,0.79,4.499,15.419,KEPLER
K00889.01,757450,CONFIRMED,8.884922995,2.07004,16053.0,10.51,770.0,83.21,5332.0,0.843,4.5,15.264,KEPLER
K00890.01,7585481,CONFIRMED,8.09888906,4.20241,6911.1,8.95,986.0,223.19,6214.0,1.076,4.442,15.261,KEPLER
K00891.01,7663691,CONFIRMED,10.00653012,5.344,936.1,3.52,876.0,139.21,6063.0,1.001,4.47,15.063,KEPLER
K00012.01,5812701,CONFIRMED,17.855221681,7.41287,9065.2,13.16,911.0,163.04,6823.0,1.367,4.308,11.353,KEPLER
K00901.01,8013419,CANDIDATE,12.732624065,2.2083,6465.7,4.87,432.0,8.22,3950.0,0.541,4.721,15.75,KEPLER
K00902.01,8018547,CANDIDATE,83.92494032,6.7904,7958.7,4.78,226.0,0.62,3960.0,0.509,4.746,15.754,KEPLER
K00903.01,8039892,CONFIRMED,5.007316661,4.2362,6932.3,6.96,998.0,234.28,5865.0,0.827,4.563,15.813,KEPLER
K00904.01,8150320,CONFIRMED,2.211116989,1.6485,724.2,1.85,931.0,177.19,4500.0,0.646,4.656,15.791,KEPLER
K00904.02,8150320,CONFIRMED,27.9541337,3.95,942.5,1.9,400.0,6.04,4500.0,0.646,4.656,15.791,KEPLER
K00124.01,11086270,CONFIRMED,12.69104387,3.7727,252.1,2.57,1008.0,244.3,5869.0,1.626,4.024,12.935,KEPLER
K00895.01,7767559,FALSE_POSITIVE,4.409409243,3.8636,12861.0,10.95,1101.0,347.06,5600.0,0.975,4.368,15.403,KEPLER
K00896.01,7825899,CONFIRMED,16.23947096,4.0374,2590.7,4.14,598.0,30.14,5191.0,0.837,4.564,15.258,KEPLER
K00896.02,7825899,CONFIRMED,6.308201629,2.9785,1328.5,2.96,819.0,106.44,5191.0,0.837,4.564,15.258,KEPLER
K00897.01,7849854,CONFIRMED,2.052349884,2.0778,14281.0,13.12,1497.0,1183.18,5855.0,1.08,4.393,15.257,KEPLER
K00898.01,7870390,CONFIRMED,9.7704486,2.4517,1897.8,2.23,460.0,10.59,3906.0,0.509,4.73,15.777,KEPLER
K00898.02,7870390,CONFIRMED,5.169804269,2.153,1037.4,1.66,569.0,24.75,3906.0,0.509,4.73,15.777,KEPLER
K00123.02,5094751,CONFIRMED,21.22261195,6.5093,366.0,2.48,771.0,83.56,5945.0,1.302,4.213,12.365,KEPLER
K00898.03,7870390,CONFIRMED,20.09017037,4.154,1432.1,2.25,362.0,4.05,3906.0,0.509,4.73,15.777,KEPLER
K00899.01,7907423,CONFIRMED,7.11373257,2.1764,807.6,1.16,429.0,8.01,3561.0,0.411,4.855,15.234,KEPLER
K00899.02,7907423,CONFIRMED,3.306551643,1.8177,509.2,0.91,554.0,22.19,3561.0,0.411,4.855,15.234,KEPLER
K00899.03,7907423,CONFIRMED,15.36845737,2.4714,756.1,1.11,332.0,2.86,3561.0,0.411,4.855,15.234,KEPLER
K00900.01,7938496,CONFIRMED,13.81020318,3.048,1309.7,4.56,833.0,113.75,5942.0,1.142,4.327,15.425,KEPLER
K00911.01,8490993,CONFIRMED,4.093578461,2.5833,538.6,2.85,1182.0,461.07,6077.0,0.999,4.471,15.399,KEPLER
K00911.02,8490993,CONFIRMED,105.145959,8.593,685.4,3.43,401.0,6.09,6077.0,0.999,4.471,15.399,KEPLER
K00912.01,8505670,CONFIRMED,10.8484518,2.9993,1675.6,2.34,499.0,14.66,4201.0,0.591,4.682,15.058,KEPLER
K00912.02,8505670,CONFIRMED,6.66833241,1.915,362.3,1.18,587.0,28.06,4201.0,0.591,4.682,15.058,KEPLER
K00913.01,8544996,CONFIRMED,4.082274889,3.23015,17859.0,10.55,1016.0,251.48,5655.0,0.794,4.581,15.198,KEPLER
K00914.01,8552202,CANDIDATE,3.886655224,3.1646,581.6,1.87,1010.0,246.29,5662.0,0.738,4.61,15.371,KEPLER
K00904.03,8150320,CONFIRMED,42.1406089,5.083,895.5,1.85,349.0,3.49,4500.0,0.646,4.656,15.791,KEPLER
K00904.04,8150320,CONFIRMED,4.617490562,2.2618,575.8,1.62,728.0,66.47,4500.0,0.646,4.656,15.791,KEPLER
K00904.05,8150320,CONFIRMED,10.19849255,2.4283,634.1,1.75,559.0,23.11,4500.0,0.646,4.656,15.791,KEPLER
K00905.01,8180063,FALSE_POSITIVE,5.795063956,3.2496,1692.9,4.33,950.0,192.74,5865.0,0.827,4.563,15.289,KEPLER
K00906.01,8226994,CONFIRMED,7.15681552,2.5882,867.0,2.47,782.0,88.23,5029.0,0.838,4.494,15.46,KEPLER
K00906.02,8226994,CONFIRMED,17.64830851,2.0873,763.3,2.43,579.0,26.49,5029.0,0.838,4.494,15.46,KEPLER
K00906.03,8226994,CONFIRMED,4.14810719,2.535,175.2,1.08,938.0,182.76,5029.0,0.838,4.494,15.46,KEPLER
K00907.01,8247638,CONFIRMED,16.51410989,4.1575,973.5,2.72,655.0,43.57,5527.0,0.866,4.488,15.223,KEPLER
K00907.02,8247638,CONFIRMED,30.1329298,5.172,1015.8,3.14,536.0,19.55,5527.0,0.866,4.488,15.223,KEPLER
K00907.03,8247638,CONFIRMED,4.79090809,2.603,251.3,1.36,990.0,227.24,5527.0,0.866,4.488,15.223,KEPLER
K00124.02,11086270,CONFIRMED,31.71981013,4.819,363.4,3.09,743.0,71.97,5869.0,1.626,4.024,12.935,KEPLER
K00907.04,8247638,CONFIRMED,99.6415962,4.448,952.5,2.64,360.0,3.97,5527.0,0.866,4.488,15.223,KEPLER
K00908.01,8255887,CONFIRMED,4.708326451,3.16114,7912.7,10.6,1162.0,431.02,5560.0,1.21,4.246,15.113,KEPLER
K00909.01,8256049,FALSE_POSITIVE,16.37198661,3.8449,4147.6,540.37,438.0,8.71,4187.0,0.592,4.656,15.654,KEPLER
K00910.01,8414716,CONFIRMED,5.392026903,2.9804,1151.4,2.68,850.0,123.33,5198.0,0.801,4.589,15.651,KEPLER
K00928.01,9140402,CANDIDATE,2.494170338,1.1221,863.7,2.42,1194.0,480.19,5569.0,0.829,4.566,15.251,KEPLER
K00929.01,9141746,CONFIRMED,6.491682808,4.301,7163.3,9.66,1062.0,301.54,6123.0,1.107,4.413,15.649,KEPLER
K00930.01,9159275,FALSE_POSITIVE,3.044770796,10.0134,1695.0,24.54,1076.0,317.36,5525.0,0.753,4.603,15.621,KEPLER
K00931.01,9166862,CONFIRMED,3.855603916,3.2179,16653.0,13.61,1212.0,508.65,6033.0,1.046,4.46,15.272,KEPLER
K00932.01,9166870,FALSE_POSITIVE,3.855599139,3.183,1030.9,3.57,1158.0,425.74,5936.0,0.965,4.501,15.054,KEPLER
K00125.01,11449844,CONFIRMED,38.47876629,5.04169,23530.0,13.26,484.0,13.01,5510.0,0.879,4.539,13.779,KEPLER
K00915.01,8605074,FALSE_POSITIVE,37.601661282,8.30604,59130.0,27.22,606.0,31.86,6140.0,1.096,4.354,15.505,KEPLER
K00916.01,8628973,CONFIRMED,3.314947362,1.8007,1398.2,3.94,1155.0,421.03,5609.0,0.944,4.481,15.142,KEPLER
K00917.01,8655354,FALSE_POSITIVE,6.71969089,3.0231,969.7,4.37,952.0,194.18,5931.0,0.866,4.479,15.172,KEPLER
K00918.01,8672910,CONFIRMED,39.6431552,6.5292,15664.0,10.98,472.0,11.74,5231.0,0.9,4.455,15.011,KEPLER
K00919.01,8686150,FALSE_POSITIVE,51.42598578,16.9422,66068.0,29.66,549.0,21.4,6257.0,1.147,4.41,15.631,KEPLER
K00920.01,8689031,CONFIRMED,21.80451611,3.4097,1144.9,2.6,543.0,20.48,5481.0,0.708,4.629,15.067,KEPLER
K00921.01,8689373,CONFIRMED,10.28194593,3.4366,1110.7,2.53,680.0,50.6,5196.0,0.775,4.593,15.532,KEPLER
K00921.02,8689373,CONFIRMED,18.11993039,4.2309,1506.9,2.95,563.0,23.77,5196.0,0.775,4.593,15.532,KEPLER
K00921.03,8689373,CONFIRMED,3.78402867,1.9012,426.1,1.7,949.0,191.78,5196.0,0.775,4.593,15.532,KEPLER
K00922.01,8826878,CONFIRMED,5.15448142,3.228,697.5,2.94,964.0,204.1,5431.0,0.884,4.457,15.365,KEPLER
K00126.01,5897826,FALSE_POSITIVE,33.80364366,11.4813,13494.0,20.7,745.0,72.71,5855.0,1.796,3.999,13.109,KEPLER
K00923.01,8883593,CONFIRMED,5.743469797,3.4412,1240.2,3.13,982.0,219.95,5897.0,0.891,4.531,15.543,KEPLER
K00924.01,8951215,CANDIDATE,39.4759093,2.968,1012.6,4.06,577.0,26.13,6225.0,1.031,4.45,15.229,KEPLER
K00925.01,9016295,FALSE_POSITIVE,19.974485239,4.23479,40293.0,26.56,700.0,56.84,6108.0,0.997,4.471,15.217,KEPLER
K00926.01,9077124,CONFIRMED,3.166353562,3.3129,1473.4,3.82,1273.0,621.92,6007.0,0.998,4.47,15.603,KEPLER
K00927.01,9097120,FALSE_POSITIVE,23.899634407,3.81881,20953.0,44.04,652.0,42.8,6192.0,0.924,4.503,15.453,KEPLER
K00939.01,9466668,CONFIRMED,3.388012244,2.6849,280.1,2.11,1315.0,705.93,5553.0,1.25,4.221,15.065,KEPLER
K00939.02,9466668,CONFIRMED,5.83909761,3.1915,273.6,2.06,1097.0,341.48,5553.0,1.25,4.221,15.065,KEPLER
K00939.03,9466668,CONFIRMED,1.620467654,2.1888,159.6,1.57,1681.0,1893.42,5553.0,1.25,4.221,15.065,KEPLER
K00939.04,9466668,CONFIRMED,10.6816951,3.605,307.8,2.3,897.0,152.75,5553.0,1.25,4.221,15.065,KEPLER
K00940.01,9479273,CONFIRMED,6.104849417,4.6912,2090.3,3.18,784.0,89.25,5085.0,0.712,4.584,15.017,KEPLER
K00127.01,8359498,CONFIRMED,3.578780566,2.91089,11382.0,10.43,1145.0,406.6,5524.0,0.994,4.421,13.938,KEPLER
K00933.01,9171801,FALSE_POSITIVE,3.187067566,3.119,1037.4,23.88,1079.0,319.76,5450.0,0.811,4.552,15.653,KEPLER
K00934.01,9334289,CONFIRMED,5.826657508,2.9183,1539.1,4.09,1013.0,248.57,5561.0,1.06,4.362,15.843,KEPLER
K00934.02,9334289,CONFIRMED,12.41216347,3.739,611.3,2.58,787.0,90.65,5561.0,1.06,4.362,15.843,KEPLER
K00934.03,9334289,CONFIRMED,18.74649011,3.895,796.8,3.05,686.0,52.38,5561.0,1.06,4.362,15.843,KEPLER
K00935.01,9347899,CONFIRMED,20.86021229,5.1937,1910.5,5.5,781.0,87.76,6035.0,1.257,4.22,15.237,KEPLER
K00935.02,9347899,CONFIRMED,42.63427848,6.1998,1719.3,5.22,615.0,33.82,6035.0,1.257,4.22,15.237,KEPLER
K00935.03,9347899,CONFIRMED,87.6476068,8.871,1009.6,4.0,484.0,12.94,6035.0,1.257,4.22,15.237,KEPLER
K00935.04,9347899,CANDIDATE,9.61731426,3.8692,234.0,1.94,1010.0,246.13,6035.0,1.257,4.22,15.237,KEPLER
K00936.01,9388479,CONFIRMED,9.467821474,2.4327,2237.0,2.13,407.0,6.47,3582.0,0.458,4.807,15.073,KEPLER
K00936.02,9388479,CONFIRMED,0.893040969,1.0981,741.7,1.24,893.0,151.14,3582.0,0.458,4.807,15.073,KEPLER
K00128.01,11359879,CONFIRMED,4.942783419,3.25346,11145.0,10.62,1008.0,244.42,5514.0,0.978,4.459,13.758,KEPLER
K00937.01,9406990,CONFIRMED,20.83426731,4.0454,988.4,2.74,595.0,29.62,5537.0,0.88,4.549,15.412,KEPLER
K00938.01,9415172,CONFIRMED,9.94602357,3.3862,994.5,3.12,807.0,100.34,5344.0,1.013,4.365,15.596,KEPLER
K00938.02,9415172,CONFIRMED,1.04562195,1.8955,213.0,1.45,1710.0,2031.84,5344.0,1.013,4.365,15.596,KEPLER
K00938.03,9415172,CONFIRMED,5.71462396,2.336,297.8,1.78,971.0,210.16,5344.0,1.013,4.365,15.596,KEPLER
K00145.01,9904059,FALSE_POSITIVE,102.9641952,15.735,1896.7,39.0,797.0,95.4,5047.0,7.119,3.066,13.608,KEPLER
K01102.02,3231341,CONFIRMED,8.14515981,5.073,446.8,3.43,1050.0,287.91,5896.0,1.24,4.197,14.925,KEPLER
K01102.03,3231341,CONFIRMED,18.9985279,4.529,430.7,43.17,792.0,93.03,5896.0,1.24,4.197,14.925,KEPLER
K01102.04,3231341,CONFIRMED,4.24439049,3.282,174.0,2.07,1305.0,686.99,5896.0,1.24,4.197,14.925,KEPLER
K01103.01,2860866,CANDIDATE,90.1240507,11.649,3020.3,7.12,485.0,13.09,6520.0,1.215,4.375,14.96,KEPLER
K00150.02,7626506,CONFIRMED,28.5742692,4.9427,824.9,2.32,538.0,19.83,5551.0,0.812,4.508,13.771,KEPLER
K01168.01,10460629,CANDIDATE,856.672115,23.144,858.1,3.87,242.0,0.81,6449.0,1.309,4.232,13.997,KEPLER
K01169.01,10319385,CANDIDATE,0.689210173,1.6169,195.0,1.32,1943.0,3362.71,5630.0,0.954,4.505,13.248,KEPLER
K01170.01,10482160,CONFIRMED,7.34373964,1.1784,574.4,1.84,839.0,117.5,5757.0,0.762,4.597,14.657,KEPLER
K01171.01,10485069,FALSE_POSITIVE,0.445277068,3.539,186.7,35.74,2562.0,10177.11,6167.0,1.064,4.444,15.343,KEPLER
K00966.01,3233043,FALSE_POSITIVE,0.379463865,0.86896,1973.3,59.56,3000.0,19256.81,5075.0,1.783,3.892,13.787,KEPLER
K00967.01,6579806,FALSE_POSITIVE,9.88047978,2.78458,18541.0,23.6,860.0,129.45,6113.0,0.917,4.512,15.212,KEPLER
K00968.01,3560301,FALSE_POSITIVE,4.6484156,38.1939,128.4,5.06,2259.0,6152.88,6980.0,3.482,3.577,10.963,KEPLER
K00969.01,4044005,FALSE_POSITIVE,17.512014768,1.8248,4511.7,13.66,804.0,98.77,6224.0,1.132,4.33,12.336,KEPLER
K00970.01,11502218,CANDIDATE,3.9886021,1.7376,673.5,34.39,3145.0,23135.72,4813.0,13.652,2.472,6.974,KEPLER
K00971.01,11180361,CANDIDATE,0.533059312,1.8621,1495.8,133.56,5862.0,277887.7,8523.0,4.051,3.559,7.748,KEPLER
K01044.01,5802246,FALSE_POSITIVE,0.525154153,2.1441,747.5,23.61,2073.0,4391.51,5582.0,0.846,4.497,15.058,KEPLER
K01045.01,6066403,FALSE_POSITIVE,1.303861044,4.0541,598.2,27.85,1610.0,1595.19,5758.0,0.902,4.475,13.555,KEPLER
K01046.01,6209637,FALSE_POSITIVE,0.73452496,6.7,,,,,,,,13.22,KEPLER
K01047.01,5988031,FALSE_POSITIVE,2.55549176,9.083,113.8,23.35,1312.0,701.68,5948.0,0.901,4.508,14.554,KEPLER
K00014.01,7684873,FALSE_POSITIVE,2.947376671,2.0911,433.2,403.59,2404.0,7903.84,8090.0,2.234,4.002,10.47,KEPLER
K00139.01,8559644,CONFIRMED,224.7789355,11.1899,3487.5,7.67,333.0,2.92,5873.0,1.235,4.293,13.492,KEPLER
K01104.01,2851100,FALSE_POSITIVE,0.890110752,0.8774,321.5,1.25,1372.0,838.42,4768.0,0.711,4.628,15.723,KEPLER
K01105.01,3130300,FALSE_POSITIVE,5.76573396,2.924,248.0,7.47,1964.0,3518.78,5772.0,4.434,3.364,14.313,KEPLER
K01106.01,3240158,CONFIRMED,7.42608123,3.6379,443.3,2.47,1037.0,273.78,6049.0,1.176,4.353,14.818,KEPLER
K01106.02,3240158,CONFIRMED,15.9868932,4.158,178.5,1.62,803.0,98.51,6049.0,1.176,4.353,14.818,KEPLER
K01107.01,3228959,FALSE_POSITIVE,0.73094589,4.32,250.2,17.12,1922.0,3248.17,5901.0,0.848,4.553,15.401,KEPLER
K01108.01,3218908,CONFIRMED,18.92537246,3.9835,640.9,13.92,1171.0,443.58,4941.0,4.885,3.317,14.604,KEPLER
K01172.01,10341913,FALSE_POSITIVE,0.933749106,4.256,186.2,3.22,2863.0,15822.49,6215.0,2.188,3.849,13.079,KEPLER
K01173.01,10480921,FALSE_POSITIVE,2.037440623,3.442,118.6,1.19,1572.0,1448.05,6253.0,1.015,4.415,14.187,KEPLER
K01174.01,10287723,CANDIDATE,129995.7784,9.408,1474.9,2.99,25.0,0.0,4500.0,0.726,4.572,13.447,KEPLER
K01175.01,10350571,CONFIRMED,31.5925809,13.566,145.1,1.78,688.0,53.09,5676.0,1.487,4.1,13.29,KEPLER
K01175.02,10350571,CONFIRMED,17.157236,11.284,110.4,1.55,844.0,119.87,5676.0,1.487,4.1,13.29,KEPLER
K01176.01,3749365,CONFIRMED,1.97376085,1.82542,30222.0,8.78,753.0,76.1,3807.0,0.503,4.762,15.715,KEPLER
K00972.01,11013201,CANDIDATE,13.118962443,4.3045,372.2,8.25,1768.0,2310.43,7221.0,4.24,3.488,9.275,KEPLER
K00133.01,11673674,FALSE_POSITIVE,4.618767792,5.9957,4399.1,7.48,1170.0,442.78,6013.0,1.033,4.381,13.652,KEPLER
K00972.02,11013201,CANDIDATE,7.82187328,3.8417,42.2,2.78,2101.0,4601.71,7221.0,4.24,3.488,9.275,KEPLER
K00974.01,9414417,CANDIDATE,53.5057611,10.5616,195.6,2.52,675.0,49.16,6247.0,1.762,4.016,9.582,KEPLER
K00975.01,3632418,CONFIRMED,2.785821236,3.5599,68.9,1.69,1784.0,2388.98,6202.0,1.733,4.026,8.224,KEPLER
K00976.01,3441784,FALSE_POSITIVE,52.56901867,6.7507,26900.0,78.54,737.0,69.62,7240.0,1.717,4.178,9.729,KEPLER
K01048.01,5820218,FALSE_POSITIVE,3.411758679,3.158,570.6,14.71,684.0,51.85,3995.0,0.561,4.71,15.258,KEPLER
K01049.01,5876368,FALSE_POSITIVE,0.525426427,1.0801,324.6,1.45,2069.0,4349.62,5791.0,0.802,4.575,14.797,KEPLER
K01050.01,5809890,CONFIRMED,1.269091415,1.4647,340.9,1.41,1331.0,740.47,5041.0,0.766,4.576,13.999,KEPLER
K01050.02,5809890,CONFIRMED,2.853133997,1.465,277.1,1.36,1016.0,251.77,5041.0,0.766,4.576,13.999,KEPLER
K01051.01,6131236,CONFIRMED,6.79685353,3.1702,393.1,2.01,985.0,222.91,6061.0,0.97,4.486,15.391,KEPLER
K00146.01,9048161,FALSE_POSITIVE,8.667822346,4.9658,2121.9,67.37,1303.0,681.39,6266.0,1.889,3.923,13.03,KEPLER
K01108.02,3218908,CONFIRMED,1.475323222,2.3155,154.9,5.88,2740.0,13331.51,4941.0,4.885,3.317,14.604,KEPLER
K01108.03,3218908,CONFIRMED,4.15246118,2.5755,223.4,7.62,1941.0,3354.56,4941.0,4.885,3.317,14.604,KEPLER
K01109.01,3235672,FALSE_POSITIVE,6.7210783,7.46,,,,,,,,14.792,KEPLER
K01110.01,2837111,CONFIRMED,8.7348852,4.49,270.7,1.59,890.0,148.62,5982.0,0.96,4.493,14.794,KEPLER
K01111.01,3120276,FALSE_POSITIVE,10.26547688,3.733,399.6,1.81,770.0,83.13,5699.0,0.853,4.553,15.212,KEPLER
K00151.01,2307199,CANDIDATE,13.4471791,3.0454,1428.2,5.24,848.0,122.34,6276.0,1.041,4.405,14.0,KEPLER
K01177.01,3547091,FALSE_POSITIVE,3.305577989,2.5903,17971.0,25.89,1027.0,263.55,5534.0,0.707,4.629,15.537,KEPLER
K01178.01,3869825,FALSE_POSITIVE,4.800653901,9.0419,15304.0,16.91,1347.0,778.45,6715.0,1.241,4.347,13.32,KEPLER
K01179.01,3655332,FALSE_POSITIVE,15.06649901,5.9885,36348.0,56.44,932.0,177.96,5751.0,1.626,4.028,13.855,KEPLER
K01180.01,4042026,FALSE_POSITIVE,34.82008158,11.1711,18848.0,11.36,459.0,10.49,5114.0,0.784,4.522,15.187,KEPLER
K01181.01,3344419,FALSE_POSITIVE,0.651784374,2.0141,2779.3,33.65,2090.0,4500.59,5555.0,1.061,4.375,14.997,KEPLER
K00977.01,11192141,FALSE_POSITIVE,1.353771892,7.012,1349.1,430.99,4903.0,136609.48,4283.0,15.76,2.012,10.523,KEPLER
K00978.01,11494130,FALSE_POSITIVE,18.95491633,24.249,867.5,71.39,1139.0,397.48,6362.0,2.534,3.761,10.988,KEPLER
K00979.01,5648449,FALSE_POSITIVE,4.348866254,3.2797,625.6,2436.69,6421.0,401588.95,3598.0,101.451,0.65,10.68,KEPLER
K00980.01,12167361,FALSE_POSITIVE,47.93094546,2.6897,2144.4,68.02,905.0,158.41,8214.0,1.938,4.104,10.376,KEPLER
K00981.01,8607720,FALSE_POSITIVE,3.99751422,3.686,32.8,2.98,2203.0,5563.95,5066.0,5.324,3.122,10.733,KEPLER
K00982.01,1433962,FALSE_POSITIVE,1.592633181,5.5605,633.1,1.56,1053.0,290.51,4506.0,0.651,4.626,15.47,KEPLER
K00134.01,9032900,CONFIRMED,67.5923754,12.249,4158.1,12.1,588.0,28.2,6038.0,1.744,4.082,13.675,KEPLER
K01052.01,5956342,CONFIRMED,17.02902786,4.645,568.9,2.54,755.0,76.66,5839.0,1.067,4.327,15.381,KEPLER
K01052.02,5956342,CONFIRMED,6.84619236,3.529,246.8,1.67,1022.0,258.41,5839.0,1.067,4.327,15.381,KEPLER
K01052.03,5956342,CONFIRMED,67.8321638,7.358,507.8,2.39,476.0,12.14,5839.0,1.067,4.327,15.381,KEPLER
K01052.04,5956342,CONFIRMED,43.1312147,3.198,447.8,2.39,554.0,22.21,5839.0,1.067,4.327,15.381,KEPLER
K01053.01,5956656,CONFIRMED,1.224866441,1.7086,196.0,1.54,1741.0,2174.33,5553.0,1.107,4.32,15.376,KEPLER
K01112.01,3109930,CONFIRMED,37.8102649,8.733,570.3,2.33,566.0,24.27,6085.0,0.973,4.451,14.633,KEPLER
K01113.01,2854914,CONFIRMED,25.93406406,4.6142,414.5,2.48,695.0,55.1,5952.0,1.225,4.287,13.703,KEPLER
K01113.02,2854914,CONFIRMED,83.4463485,6.536,503.0,2.73,471.0,11.59,5952.0,1.225,4.287,13.703,KEPLER
K01114.01,3337425,FALSE_POSITIVE,7.04710032,2.926,400.9,25.2,986.0,223.84,5766.0,1.068,4.363,14.928,KEPLER
K01115.01,3116412,CONFIRMED,12.99204853,6.0175,270.6,2.03,866.0,132.94,5765.0,1.242,4.236,13.974,KEPLER
K01182.01,3865567,FALSE_POSITIVE,11.11620211,4.211,4843.9,8.96,853.0,125.21,6122.0,0.996,4.471,15.38,KEPLER
K01183.01,3544689,FALSE_POSITIVE,1.922861499,3.5734,1916.2,5.09,1392.0,884.12,5778.0,0.911,4.531,14.942,KEPLER
K01184.01,4037164,FALSE_POSITIVE,0.635445336,1.8592,2547.4,19.0,1177.0,451.42,3920.0,0.55,4.7,15.432,KEPLER
K01185.01,3443790,FALSE_POSITIVE,1.665784138,1.8946,2006.2,97.27,2636.0,11424.49,6261.0,2.789,3.686,11.84,KEPLER
K01186.01,3966912,FALSE_POSITIVE,55.6639167,23.546,3414.4,34.14,434.0,8.38,5587.0,0.853,4.528,15.593,KEPLER
K00152.01,8394721,CONFIRMED,52.09081627,8.6388,2894.1,7.14,592.0,29.07,6198.0,1.324,4.237,13.914,KEPLER
K00983.01,11607193,FALSE_POSITIVE,7.1548608,7.694,780.4,7.41,1482.0,1141.57,7443.0,1.739,4.166,12.616,KEPLER
K00984.01,1161345,CONFIRMED,4.28746668,1.5693,790.1,2.29,942.0,186.31,5296.0,0.815,4.576,11.631,KEPLER
K00985.01,10227501,FALSE_POSITIVE,2.002779769,2.231,260.5,1.42,1311.0,696.4,5346.0,0.892,4.44,14.606,KEPLER
K00986.01,2854698,CONFIRMED,8.18739443,3.0472,517.6,1.92,782.0,88.36,5251.0,0.849,4.494,14.138,KEPLER
K00986.02,2854698,CONFIRMED,76.0498163,7.158,445.9,1.75,372.0,4.53,5251.0,0.849,4.494,14.138,KEPLER
K00139.02,8559644,CONFIRMED,3.341799486,2.9254,178.2,1.67,1356.0,798.41,5873.0,1.235,4.293,13.492,KEPLER
